date,time,code,open,high,low,close,volume,amount
2014/11/25,2014-11-25 14:45,sz.000001,6.67843727,6.70887682,6.66626145,6.67843727,23513600,258413952
2014/11/25,2014-11-25 15:00,sz.000001,6.67843727,6.68452518,6.66626145,6.68452518,9503100,104251392
2014/11/26,2014-11-26 09:45,sz.000001,6.69061309,6.70278891,6.64799772,6.67843727,15229100,167190448
2014/11/26,2014-11-26 10:00,sz.000001,6.68452518,6.77584383,6.66626145,6.75149219,16243200,179328080
2014/11/26,2014-11-26 10:15,sz.000001,6.75149219,6.7575801,6.69061309,6.72714055,11365700,125561152
2014/11/26,2014-11-26 10:30,sz.000001,6.72714055,6.77584383,6.71496473,6.72714055,10371700,114866944
2014/11/26,2014-11-26 10:45,sz.000001,6.72105264,6.72714055,6.67843727,6.68452518,6550400,72127360
2014/11/26,2014-11-26 11:00,sz.000001,6.68452518,6.7575801,6.67843727,6.7575801,9436900,104221184
2014/11/26,2014-11-26 11:15,sz.000001,6.73931637,6.81237129,6.73322846,6.76366801,19661900,219306752
2014/11/26,2014-11-26 11:30,sz.000001,6.76366801,6.76366801,6.70887682,6.71496473,6793500,75169472
2014/11/26,2014-11-26 13:15,sz.000001,6.73322846,6.86716248,6.70887682,6.83063502,31706100,355173888
2014/11/26,2014-11-26 13:30,sz.000001,6.83063502,6.91586576,6.83063502,6.84281084,40420300,456505856
2014/11/26,2014-11-26 13:45,sz.000001,6.84281084,6.87325039,6.78801965,6.78801965,12040300,135354496
2014/11/26,2014-11-26 14:00,sz.000001,6.78801965,6.81237129,6.76975592,6.79410756,9217200,102840448
2014/11/26,2014-11-26 14:15,sz.000001,6.79410756,6.8184592,6.78193174,6.80019547,5529500,61763200
2014/11/26,2014-11-26 14:30,sz.000001,6.79410756,6.82454711,6.78193174,6.81237129,5634400,63013120
2014/11/26,2014-11-26 14:45,sz.000001,6.80628338,6.82454711,6.79410756,6.8184592,8114700,90808832
2014/11/26,2014-11-26 15:00,sz.000001,6.8184592,6.82454711,6.80628338,6.82454711,10177000,113949952
2014/11/27,2014-11-27 09:45,sz.000001,6.90977785,7.0010965,6.86107457,6.97065695,49218200,561912896
2014/11/27,2014-11-27 10:00,sz.000001,6.96456904,6.97065695,6.91586576,6.96456904,19100900,217748928
2014/11/27,2014-11-27 10:15,sz.000001,6.96456904,6.98892068,6.91586576,6.9402174,21871900,250158016
2014/11/27,2014-11-27 10:30,sz.000001,6.92804158,6.95848113,6.86107457,6.86107457,12364400,140479552
2014/11/27,2014-11-27 10:45,sz.000001,6.86716248,6.9402174,6.85498666,6.93412949,9289900,105397504
2014/11/27,2014-11-27 11:00,sz.000001,6.93412949,6.9402174,6.90368994,6.92195367,5958100,67782144
2014/11/27,2014-11-27 11:15,sz.000001,6.92804158,6.92804158,6.89760203,6.89760203,5894400,66935552
2014/11/27,2014-11-27 11:30,sz.000001,6.90368994,6.90977785,6.84889875,6.89760203,8788700,99264768
2014/11/27,2014-11-27 13:15,sz.000001,6.89151412,6.90368994,6.84889875,6.85498666,6426200,72563200
2014/11/27,2014-11-27 13:30,sz.000001,6.86716248,6.90368994,6.85498666,6.85498666,6798500,76791552
2014/11/27,2014-11-27 13:45,sz.000001,6.86107457,6.87325039,6.83672293,6.86716248,9299300,104714752
2014/11/27,2014-11-27 14:00,sz.000001,6.87325039,6.89760203,6.84889875,6.85498666,8741300,98689536
2014/11/27,2014-11-27 14:15,sz.000001,6.86107457,6.86107457,6.78193174,6.78801965,11341800,127098880
2014/11/27,2014-11-27 14:30,sz.000001,6.79410756,6.84889875,6.76975592,6.83063502,9850800,110341248
2014/11/27,2014-11-27 14:45,sz.000001,6.83063502,6.84281084,6.8184592,6.83063502,7513000,84318848
2014/11/27,2014-11-27 15:00,sz.000001,6.83063502,6.90977785,6.83063502,6.88542621,17928300,202652416
2014/11/28,2014-11-28 09:45,sz.000001,6.86107457,6.97065695,6.81237129,6.9402174,29256700,331713088
2014/11/28,2014-11-28 10:00,sz.000001,6.94630531,7.03153605,6.91586576,6.98283277,35565500,408368960
2014/11/28,2014-11-28 10:15,sz.000001,6.98283277,7.08023933,6.9402174,7.0619756,37998800,438627712
2014/11/28,2014-11-28 10:30,sz.000001,7.0619756,7.13503052,7.04371187,7.0619756,27728400,322810112
2014/11/28,2014-11-28 10:45,sz.000001,7.0619756,7.0619756,6.97674486,7.01327232,10897300,125593216
2014/11/28,2014-11-28 11:00,sz.000001,7.01327232,7.04371187,7.00718441,7.01327232,5606100,64698624
2014/11/28,2014-11-28 11:15,sz.000001,7.01327232,7.1228547,7.0010965,7.0619756,15188500,176304128
2014/11/28,2014-11-28 11:30,sz.000001,7.06806351,7.33593155,7.0619756,7.32375573,64980100,770187904
2014/11/28,2014-11-28 13:15,sz.000001,7.34201946,7.5490084,7.34201946,7.53683258,65499100,801169920
2014/11/28,2014-11-28 13:30,sz.000001,7.53074467,7.53683258,7.34810737,7.40289856,29353600,358875904
2014/11/28,2014-11-28 13:45,sz.000001,7.41507438,7.41507438,7.31766782,7.34201946,25367500,306515968
2014/11/28,2014-11-28 14:00,sz.000001,7.33593155,7.37854692,7.33593155,7.35419528,13285500,160570880
2014/11/28,2014-11-28 14:15,sz.000001,7.35419528,7.45768975,7.35419528,7.40289856,19913900,242724096
2014/11/28,2014-11-28 14:30,sz.000001,7.41507438,7.50030512,7.40898647,7.45160184,18603700,227803136
2014/11/28,2014-11-28 14:45,sz.000001,7.46377766,7.57336004,7.46377766,7.57336004,42797100,529511424
2014/11/28,2014-11-28 15:00,sz.000001,7.57336004,7.57336004,7.56727213,7.57336004,42442100,527917056
2014/12/1,2014-12-01 09:45,sz.000001,7.6707666,7.93863464,7.59771168,7.7925248,137354900,1744642944
2014/12/1,2014-12-01 10:00,sz.000001,7.76817316,7.81687644,7.65250287,7.65250287,63946300,813666432
2014/12/1,2014-12-01 10:15,sz.000001,7.65250287,7.70120615,7.5490084,7.60379959,47070200,589924352
2014/12/1,2014-12-01 10:30,sz.000001,7.55509631,7.6098875,7.50030512,7.5490084,36453500,452117760
2014/12/1,2014-12-01 10:45,sz.000001,7.5490084,7.63423914,7.51856885,7.62206332,18287800,227331328
2014/12/1,2014-12-01 11:00,sz.000001,7.62206332,7.65859078,7.54292049,7.58553586,15684700,195791360
2014/12/1,2014-12-01 11:15,sz.000001,7.58553586,7.61597541,7.55509631,7.56727213,7294800,90863872
2014/12/1,2014-12-01 11:30,sz.000001,7.56727213,7.69511824,7.56727213,7.62206332,12843300,161307648
2014/12/1,2014-12-01 13:15,sz.000001,7.62206332,7.68294242,7.57336004,7.61597541,11324200,141955840
2014/12/1,2014-12-01 13:30,sz.000001,7.61597541,7.6707666,7.55509631,7.55509631,10407000,130098176
2014/12/1,2014-12-01 13:45,sz.000001,7.56118422,7.57944795,7.52465676,7.52465676,10430400,129466368
2014/12/1,2014-12-01 14:00,sz.000001,7.52465676,7.53074467,7.43942602,7.4881293,18816500,231226880
2014/12/1,2014-12-01 14:15,sz.000001,7.48204139,7.49421721,7.40898647,7.42116229,17316600,211714560
2014/12/1,2014-12-01 14:30,sz.000001,7.4272502,7.49421721,7.42116229,7.4881293,11587200,141710336
2014/12/1,2014-12-01 14:45,sz.000001,7.50030512,7.52465676,7.4272502,7.48204139,10772400,132118528
2014/12/1,2014-12-01 15:00,sz.000001,7.47595348,7.4881293,7.39681065,7.42116229,16931600,206675968
2014/12/2,2014-12-02 09:45,sz.000001,7.39072274,7.46377766,7.35419528,7.43942602,24831000,301474400
2014/12/2,2014-12-02 10:00,sz.000001,7.43333811,7.51856885,7.42116229,7.48204139,24044300,295055136
2014/12/2,2014-12-02 10:15,sz.000001,7.47595348,7.47595348,7.39072274,7.40898647,11898500,145077312
2014/12/2,2014-12-02 10:30,sz.000001,7.41507438,7.43333811,7.36028319,7.37854692,11204700,136008064
2014/12/2,2014-12-02 10:45,sz.000001,7.37854692,7.4272502,7.37245901,7.41507438,5930200,72107840
2014/12/2,2014-12-02 11:00,sz.000001,7.42116229,7.47595348,7.41507438,7.43942602,8518400,104040320
2014/12/2,2014-12-02 11:15,sz.000001,7.45160184,7.51856885,7.43942602,7.51248094,11007000,135247232
2014/12/2,2014-12-02 11:30,sz.000001,7.51856885,7.57336004,7.48204139,7.50030512,20350700,251868032
2014/12/2,2014-12-02 13:15,sz.000001,7.49421721,7.56727213,7.49421721,7.5490084,11330000,140337792
2014/12/2,2014-12-02 13:30,sz.000001,7.54292049,7.86557972,7.54292049,7.73773361,48912000,622555264
2014/12/2,2014-12-02 13:45,sz.000001,7.73773361,7.84122808,7.70120615,7.76208525,24306400,310849280
2014/12/2,2014-12-02 14:00,sz.000001,7.74382152,7.90210718,7.73773361,7.90210718,24083200,309191936
2014/12/2,2014-12-02 14:15,sz.000001,7.90210718,8.01777747,7.90210718,7.96907419,40330200,527376896
2014/12/2,2014-12-02 14:30,sz.000001,7.9751621,8.10909612,7.88993136,8.10909612,32001900,419375872
2014/12/2,2014-12-02 14:45,sz.000001,8.11518403,8.1577994,8.04212911,8.04821702,28888400,385478912
2014/12/2,2014-12-02 15:00,sz.000001,8.04212911,8.04821702,7.92645882,7.98733792,21404200,280500736
2014/12/3,2014-12-03 09:45,sz.000001,7.98733792,8.06648075,7.92037091,7.94472255,51412000,674621696
2014/12/3,2014-12-03 10:00,sz.000001,7.95081046,8.31608506,7.95081046,8.13344776,65057900,876887424
2014/12/3,2014-12-03 10:15,sz.000001,8.13344776,8.24911805,8.0969203,8.24911805,31509400,422396160
2014/12/3,2014-12-03 10:30,sz.000001,8.25520596,8.45001908,8.18823895,8.36478834,35655200,486971520
2014/12/3,2014-12-03 10:45,sz.000001,8.35870043,8.37087625,8.22476641,8.35870043,18954500,259226624
2014/12/3,2014-12-03 11:00,sz.000001,8.35870043,8.43784326,8.3404367,8.37696416,16621000,229002496
2014/12/3,2014-12-03 11:15,sz.000001,8.38305207,8.4013158,8.12735985,8.18823895,20535100,279156736
2014/12/3,2014-12-03 11:30,sz.000001,8.18823895,8.23085432,8.0360412,8.06648075,25865700,345847808
2014/12/3,2014-12-03 13:15,sz.000001,8.06039284,8.08474448,7.914283,7.95689837,29884500,392087552
2014/12/3,2014-12-03 13:30,sz.000001,7.95689837,7.9751621,7.74382152,7.94472255,27820200,359665920
2014/12/3,2014-12-03 13:45,sz.000001,7.94472255,8.0360412,7.88384345,7.92645882,13405200,175096320
2014/12/3,2014-12-03 14:00,sz.000001,7.914283,8.07865657,7.914283,7.98733792,13053100,171939840
2014/12/3,2014-12-03 14:15,sz.000001,7.99342583,8.1577994,7.98733792,8.06039284,11532700,152960000
2014/12/3,2014-12-03 14:30,sz.000001,8.06039284,8.07865657,7.92037091,7.96907419,11314800,148786688
2014/12/3,2014-12-03 14:45,sz.000001,7.96907419,7.98733792,7.84731599,7.93254673,14699900,191118848
2014/12/3,2014-12-03 15:00,sz.000001,7.914283,7.98125001,7.914283,7.9751621,12431800,162564608
2014/12/4,2014-12-04 09:45,sz.000001,7.99951374,8.0360412,7.85949181,8.00560165,27820400,363664288
2014/12/4,2014-12-04 10:00,sz.000001,8.00560165,8.18215104,7.9751621,8.07865657,24787000,328550368
2014/12/4,2014-12-04 10:15,sz.000001,8.07256866,8.14562358,8.02386538,8.06648075,15385100,204299904
2014/12/4,2014-12-04 10:30,sz.000001,8.06648075,8.18215104,8.04212911,8.10909612,19909900,265883904
2014/12/4,2014-12-04 10:45,sz.000001,8.10909612,8.31608506,8.0969203,8.27346969,33126800,448072832
2014/12/4,2014-12-04 11:00,sz.000001,8.26738178,8.26738178,8.07865657,8.12735985,16431500,220102528
2014/12/4,2014-12-04 11:15,sz.000001,8.12735985,8.22476641,8.02995329,8.22476641,12453100,166168320
2014/12/4,2014-12-04 11:30,sz.000001,8.22476641,8.30390924,8.18823895,8.21259059,19057100,258406144
2014/12/4,2014-12-04 13:15,sz.000001,8.21259059,8.32217297,8.21259059,8.30999715,17907300,243824384
2014/12/4,2014-12-04 13:30,sz.000001,8.30999715,8.30999715,8.25520596,8.30390924,18078200,245899520
2014/12/4,2014-12-04 13:45,sz.000001,8.29782133,8.30999715,8.19432686,8.20650268,16166400,219218176
2014/12/4,2014-12-04 14:00,sz.000001,8.20041477,8.29173342,8.20041477,8.26738178,10888000,147725312
2014/12/4,2014-12-04 14:15,sz.000001,8.2795576,8.4621949,8.25520596,8.39522789,32907800,453065216
2014/12/4,2014-12-04 14:30,sz.000001,8.39522789,8.4621949,8.36478834,8.45610699,26499100,366831104
2014/12/4,2014-12-04 14:45,sz.000001,8.45001908,8.4621949,8.3404367,8.36478834,20243500,279154688
2014/12/4,2014-12-04 15:00,sz.000001,8.37087625,8.49872236,8.36478834,8.49872236,33356900,463418368
2014/12/5,2014-12-05 09:45,sz.000001,8.55351355,8.62656847,8.35261252,8.62656847,51205000,714569152
2014/12/5,2014-12-05 10:00,sz.000001,8.62048056,8.8883486,8.62048056,8.71788712,50941600,732513728
2014/12/5,2014-12-05 10:15,sz.000001,8.71788712,9.24753529,8.67527175,8.67527175,59862200,884090752
2014/12/5,2014-12-05 10:30,sz.000001,8.67527175,8.87617278,8.523074,8.523074,40182200,575245568
2014/12/5,2014-12-05 10:45,sz.000001,8.523074,8.72397503,8.23085432,8.5839531,35441900,492313856
2014/12/5,2014-12-05 11:00,sz.000001,8.5839531,8.87617278,8.40740371,8.76050249,25849600,367539968
2014/12/5,2014-12-05 11:15,sz.000001,8.77267831,8.93096397,8.60830474,8.79094204,18698700,270385920
2014/12/5,2014-12-05 11:30,sz.000001,8.79094204,8.79094204,8.523074,8.7057113,15429300,219076352
2014/12/5,2014-12-05 13:15,sz.000001,8.69962339,8.82138159,8.52916191,8.74223876,15126800,216149504
2014/12/5,2014-12-05 13:30,sz.000001,8.74223876,8.93705188,8.73615085,8.80920577,18638900,271012352
2014/12/5,2014-12-05 13:45,sz.000001,8.80920577,8.93096397,8.79702995,8.93096397,15587100,226788864
2014/12/5,2014-12-05 14:00,sz.000001,8.93096397,9.05881008,8.85182114,8.9492277,20512800,302175744
2014/12/5,2014-12-05 14:15,sz.000001,8.9492277,8.9492277,8.66309593,8.82138159,14713500,212314112
2014/12/5,2014-12-05 14:30,sz.000001,8.82138159,8.83355741,8.54133773,8.7057113,19593700,280444416
2014/12/5,2014-12-05 14:45,sz.000001,8.71179921,8.82138159,8.68744757,8.79094204,16051100,230660096
2014/12/5,2014-12-05 15:00,sz.000001,8.79702995,8.9492277,8.79702995,8.84573323,23535300,342887936
2014/12/8,2014-12-08 09:45,sz.000001,8.65092011,8.7665904,8.523074,8.7665904,35715400,508622944
2014/12/8,2014-12-08 10:00,sz.000001,8.76050249,8.97966725,8.76050249,8.85790905,38840800,565783840
2014/12/8,2014-12-08 10:15,sz.000001,8.85182114,9.27797484,8.84573323,9.16230455,56803300,854098816
2014/12/8,2014-12-08 10:30,sz.000001,9.16230455,9.22927156,9.08316172,9.22318365,26512600,399663616
2014/12/8,2014-12-08 10:45,sz.000001,9.22318365,9.34494185,9.18056828,9.2536232,23802200,362244096
2014/12/8,2014-12-08 11:00,sz.000001,9.24753529,9.2536232,9.16839246,9.17448037,12593500,190546944
2014/12/8,2014-12-08 11:15,sz.000001,9.17448037,9.17448037,8.99793098,9.05272217,22160100,330321152
2014/12/8,2014-12-08 11:30,sz.000001,9.05272217,9.14404082,9.05272217,9.131865,8548600,127638016
2014/12/8,2014-12-08 13:15,sz.000001,9.13795291,9.2536232,9.131865,9.21709574,15308000,230991360
2014/12/8,2014-12-08 13:30,sz.000001,9.21709574,9.21709574,9.05272217,9.05272217,16542200,248228096
2014/12/8,2014-12-08 13:45,sz.000001,9.05272217,9.131865,9.02837053,9.06489799,18264900,272416000
2014/12/8,2014-12-08 14:00,sz.000001,9.07707381,9.22927156,9.0709859,9.22927156,14952100,224309248
2014/12/8,2014-12-08 14:15,sz.000001,9.22927156,9.2536232,9.12577709,9.17448037,18475900,278879744
2014/12/8,2014-12-08 14:30,sz.000001,9.18056828,9.4362605,9.16839246,9.40582095,39173600,599305728
2014/12/8,2014-12-08 14:45,sz.000001,9.40582095,9.43017259,9.2536232,9.27797484,24821000,381143552
2014/12/8,2014-12-08 15:00,sz.000001,9.27188693,9.29623857,9.24753529,9.27188693,20320100,309471232
2014/12/9,2014-12-09 09:45,sz.000001,9.10751336,9.42408468,8.97966725,9.40582095,51485500,774860864
2014/12/9,2014-12-09 10:00,sz.000001,9.39973304,9.40582095,9.0709859,9.11968918,41884600,636013376
2014/12/9,2014-12-09 10:15,sz.000001,9.11968918,9.131865,8.97966725,9.09533754,28723000,427254528
2014/12/9,2014-12-09 10:30,sz.000001,9.10142545,9.2536232,9.08316172,9.09533754,12712900,191132800
2014/12/9,2014-12-09 10:45,sz.000001,9.08924963,9.1927441,9.0709859,9.131865,14630200,218885888
2014/12/9,2014-12-09 11:00,sz.000001,9.131865,9.24144738,9.10751336,9.17448037,15761300,237669376
2014/12/9,2014-12-09 11:15,sz.000001,9.17448037,9.22927156,9.15012873,9.22927156,12634600,190764288
2014/12/9,2014-12-09 11:30,sz.000001,9.22927156,9.39364513,9.22927156,9.27797484,17242900,264295680
2014/12/9,2014-12-09 13:15,sz.000001,9.28406275,9.4362605,9.28406275,9.33276603,26548300,409294080
2014/12/9,2014-12-09 13:30,sz.000001,9.34494185,9.4362605,9.3145023,9.32059021,13524400,208219904
2014/12/9,2014-12-09 13:45,sz.000001,9.3145023,9.3145023,9.0709859,9.1927441,21382700,321350144
2014/12/9,2014-12-09 14:00,sz.000001,9.1927441,9.21709574,8.97357934,9.08316172,22554400,335731712
2014/12/9,2014-12-09 14:15,sz.000001,9.0709859,9.131865,8.97357934,8.97357934,20655400,306470912
2014/12/9,2014-12-09 14:30,sz.000001,8.97966725,8.97966725,8.65092011,8.91270024,35664900,514847232
2014/12/9,2014-12-09 14:45,sz.000001,8.91270024,8.93705188,8.47437072,8.62048056,29519800,419434496
2014/12/9,2014-12-09 15:00,sz.000001,8.6448322,8.6448322,8.34652461,8.34652461,39617100,546674688
2014/12/10,2014-12-10 09:45,sz.000001,8.2795576,8.62656847,7.98733792,8.23694223,63951100,869570560
2014/12/10,2014-12-10 10:00,sz.000001,8.23085432,8.28564551,8.0969203,8.20650268,25692700,346272896
2014/12/10,2014-12-10 10:15,sz.000001,8.20650268,8.23694223,8.0360412,8.1577994,19909800,265540480
2014/12/10,2014-12-10 10:30,sz.000001,8.1577994,8.18215104,7.95689837,8.06039284,19369100,256175104
2014/12/10,2014-12-10 10:45,sz.000001,8.06648075,8.07256866,7.95081046,7.95689837,18599900,244351360
2014/12/10,2014-12-10 11:00,sz.000001,7.95689837,8.12735985,7.92645882,8.08474448,28207100,370514304
2014/12/10,2014-12-10 11:15,sz.000001,8.0969203,8.21259059,8.01777747,8.07865657,14806300,197273600
2014/12/10,2014-12-10 11:30,sz.000001,8.07865657,8.19432686,8.06039284,8.15171149,8541200,113637376
2014/12/10,2014-12-10 13:15,sz.000001,8.14562358,8.2186785,8.06648075,8.10300821,8722200,116738560
2014/12/10,2014-12-10 13:30,sz.000001,8.09083239,8.13953567,8.09083239,8.13344776,11696200,156078336
2014/12/10,2014-12-10 13:45,sz.000001,8.13953567,8.18823895,8.13344776,8.16997522,8600800,115380224
2014/12/10,2014-12-10 14:00,sz.000001,8.17606313,8.47437072,8.07256866,8.47437072,26502700,359713792
2014/12/10,2014-12-10 14:15,sz.000001,8.48045863,8.69353548,8.43175535,8.60221683,43635100,615075328
2014/12/10,2014-12-10 14:30,sz.000001,8.60830474,8.66918384,8.50481027,8.63265638,22262800,314134016
2014/12/10,2014-12-10 14:45,sz.000001,8.63265638,8.73006294,8.63265638,8.68744757,19028400,271575552
2014/12/10,2014-12-10 15:00,sz.000001,8.69353548,8.71179921,8.62048056,8.63874429,13259000,188951552
2014/12/11,2014-12-11 09:45,sz.000001,8.40740371,8.57177728,8.3404367,8.48045863,28233700,391948896
2014/12/11,2014-12-11 10:00,sz.000001,8.49263445,8.59612892,8.43784326,8.59004101,16954100,236968352
2014/12/11,2014-12-11 10:15,sz.000001,8.59612892,8.72397503,8.54133773,8.60830474,19958600,283268480
2014/12/11,2014-12-11 10:30,sz.000001,8.61439265,8.83355741,8.61439265,8.76050249,31702200,455540992
2014/12/11,2014-12-11 10:45,sz.000001,8.7665904,8.8274695,8.59612892,8.68744757,24947900,357493376
2014/12/11,2014-12-11 11:00,sz.000001,8.69353548,8.76050249,8.54133773,8.55960146,11568600,164672512
2014/12/11,2014-12-11 11:15,sz.000001,8.56568937,8.73615085,8.56568937,8.61439265,6917200,98361088
2014/12/11,2014-12-11 11:30,sz.000001,8.61439265,8.67527175,8.51698609,8.52916191,9849200,138690816
2014/12/11,2014-12-11 13:15,sz.000001,8.523074,8.60221683,8.46828281,8.51698609,9593800,134464256
2014/12/11,2014-12-11 13:30,sz.000001,8.51698609,8.523074,8.39522789,8.523074,12224000,169680640
2014/12/11,2014-12-11 13:45,sz.000001,8.523074,8.57177728,8.4621949,8.50481027,6953100,97320960
2014/12/11,2014-12-11 14:00,sz.000001,8.51089818,8.57177728,8.47437072,8.50481027,6852000,95783936
2014/12/11,2014-12-11 14:15,sz.000001,8.49872236,8.54742564,8.45610699,8.523074,6751600,94409216
2014/12/11,2014-12-11 14:30,sz.000001,8.523074,8.54133773,8.46828281,8.48654654,6136900,85687552
2014/12/11,2014-12-11 14:45,sz.000001,8.48654654,8.49872236,8.38305207,8.4621949,13040700,180652800
2014/12/11,2014-12-11 15:00,sz.000001,8.45610699,8.49263445,8.45610699,8.47437072,12116000,168717824
2014/12/12,2014-12-12 09:45,sz.000001,8.4621949,8.60221683,8.4621949,8.55351355,16086100,225347072
2014/12/12,2014-12-12 10:00,sz.000001,8.55351355,8.62656847,8.52916191,8.55960146,11631500,163698432
2014/12/12,2014-12-12 10:15,sz.000001,8.55960146,8.5839531,8.43175535,8.49872236,11314700,157885504
2014/12/12,2014-12-12 10:30,sz.000001,8.49872236,8.5839531,8.49872236,8.52916191,10438200,146640000
2014/12/12,2014-12-12 10:45,sz.000001,8.53524982,8.63874429,8.51698609,8.5839531,19253600,271918912
2014/12/12,2014-12-12 11:00,sz.000001,8.5839531,8.62048056,8.52916191,8.53524982,8342700,117486336
2014/12/12,2014-12-12 11:15,sz.000001,8.52916191,8.52916191,8.4621949,8.48045863,7816300,109083136
2014/12/12,2014-12-12 11:30,sz.000001,8.48045863,8.49263445,8.41349162,8.42566744,7581500,105315840
2014/12/12,2014-12-12 13:15,sz.000001,8.40740371,8.42566744,8.35261252,8.41349162,10365300,142978688
2014/12/12,2014-12-12 13:30,sz.000001,8.41349162,8.43784326,8.35261252,8.4013158,6586700,90746368
2014/12/12,2014-12-12 13:45,sz.000001,8.4013158,8.41957953,8.33434879,8.39522789,8867100,121869568
2014/12/12,2014-12-12 14:00,sz.000001,8.39522789,8.41349162,8.32826088,8.40740371,7082200,97261440
2014/12/12,2014-12-12 14:15,sz.000001,8.40740371,8.43175535,8.3404367,8.34652461,6658700,91574144
2014/12/12,2014-12-12 14:30,sz.000001,8.34652461,8.46828281,8.34652461,8.44393117,6220000,85753472
2014/12/12,2014-12-12 14:45,sz.000001,8.43784326,8.51089818,8.40740371,8.4621949,9515600,132142208
2014/12/12,2014-12-12 15:00,sz.000001,8.46828281,8.51698609,8.42566744,8.48654654,16630700,231543424
2014/12/15,2014-12-15 09:45,sz.000001,8.37087625,8.37087625,8.18215104,8.26738178,28989000,393961632
2014/12/15,2014-12-15 10:00,sz.000001,8.26129387,8.29782133,8.20041477,8.24911805,15288500,206928480
2014/12/15,2014-12-15 10:15,sz.000001,8.24911805,8.2795576,8.20650268,8.24303014,9490500,128512832
2014/12/15,2014-12-15 10:30,sz.000001,8.24303014,8.24911805,8.1577994,8.1577994,11436600,154092544
2014/12/15,2014-12-15 10:45,sz.000001,8.16388731,8.20650268,8.13344776,8.18823895,8899800,119396288
2014/12/15,2014-12-15 11:00,sz.000001,8.18215104,8.18823895,8.08474448,8.14562358,15879100,211818624
2014/12/15,2014-12-15 11:15,sz.000001,8.13953567,8.16388731,8.10300821,8.12735985,8328600,111251712
2014/12/15,2014-12-15 11:30,sz.000001,8.12735985,8.19432686,8.12127194,8.19432686,6753400,90490880
2014/12/15,2014-12-15 13:15,sz.000001,8.19432686,8.20041477,8.12127194,8.13344776,11619900,155714048
2014/12/15,2014-12-15 13:30,sz.000001,8.12735985,8.2186785,8.12127194,8.2186785,6300700,84672896
2014/12/15,2014-12-15 13:45,sz.000001,8.21259059,8.23085432,8.16997522,8.16997522,8445300,113804672
2014/12/15,2014-12-15 14:00,sz.000001,8.16997522,8.18823895,8.1577994,8.16997522,5865800,78733824
2014/12/15,2014-12-15 14:15,sz.000001,8.16388731,8.18823895,8.13344776,8.17606313,6863000,91963648
2014/12/15,2014-12-15 14:30,sz.000001,8.17606313,8.21259059,8.17606313,8.21259059,7343000,98887168
2014/12/15,2014-12-15 14:45,sz.000001,8.21259059,8.26738178,8.21259059,8.25520596,14681200,198810240
2014/12/15,2014-12-15 15:00,sz.000001,8.25520596,8.31608506,8.25520596,8.26738178,13909300,189146112
2014/12/16,2014-12-16 09:45,sz.000001,8.2186785,8.29173342,8.18823895,8.2795576,15843300,214623392
2014/12/16,2014-12-16 10:00,sz.000001,8.2795576,8.39522789,8.2186785,8.35261252,22130500,302517888
2014/12/16,2014-12-16 10:15,sz.000001,8.35870043,8.45610699,8.32217297,8.45610699,21733500,299355360
2014/12/16,2014-12-16 10:30,sz.000001,8.45610699,8.49872236,8.41957953,8.45001908,23851000,331728512
2014/12/16,2014-12-16 10:45,sz.000001,8.45610699,8.56568937,8.42566744,8.49263445,24974400,348970240
2014/12/16,2014-12-16 11:00,sz.000001,8.49263445,8.49872236,8.40740371,8.45610699,12525300,173732096
2014/12/16,2014-12-16 11:15,sz.000001,8.45610699,8.45610699,8.35870043,8.40740371,9858200,136139392
2014/12/16,2014-12-16 11:30,sz.000001,8.41957953,8.45001908,8.37087625,8.38305207,8272200,114362880
2014/12/16,2014-12-16 13:15,sz.000001,8.38913998,8.40740371,8.34652461,8.35261252,6265800,86168448
2014/12/16,2014-12-16 13:30,sz.000001,8.34652461,8.4013158,8.3404367,8.35261252,6270200,86128512
2014/12/16,2014-12-16 13:45,sz.000001,8.35261252,8.4013158,8.34652461,8.37087625,4223700,58106368
2014/12/16,2014-12-16 14:00,sz.000001,8.37087625,8.45001908,8.36478834,8.42566744,6050600,83533568
2014/12/16,2014-12-16 14:15,sz.000001,8.42566744,8.47437072,8.38305207,8.45001908,9273800,128431360
2014/12/16,2014-12-16 14:30,sz.000001,8.45610699,8.50481027,8.42566744,8.45001908,8826900,122742016
2014/12/16,2014-12-16 14:45,sz.000001,8.45001908,8.61439265,8.45001908,8.60830474,22281100,312333312
2014/12/16,2014-12-16 15:00,sz.000001,8.61439265,8.76050249,8.59004101,8.76050249,44526800,635115264
2014/12/17,2014-12-17 09:45,sz.000001,8.7665904,8.78485413,8.65092011,8.71788712,31036200,444880544
2014/12/17,2014-12-17 10:00,sz.000001,8.72397503,8.84573323,8.71179921,8.81529368,32018400,461991904
2014/12/17,2014-12-17 10:15,sz.000001,8.8274695,8.9492277,8.79094204,8.9492277,36032000,525730304
2014/12/17,2014-12-17 10:30,sz.000001,8.9492277,9.12577709,8.85182114,9.11968918,42381000,625691136
2014/12/17,2014-12-17 10:45,sz.000001,9.11968918,9.16230455,8.97357934,8.99184307,38869300,580804736
2014/12/17,2014-12-17 11:00,sz.000001,8.99184307,9.08316172,8.90661233,9.00401889,21797700,322171648
2014/12/17,2014-12-17 11:15,sz.000001,9.00401889,9.0101068,8.90052442,8.99793098,10511100,154552320
2014/12/17,2014-12-17 11:30,sz.000001,8.99793098,9.22318365,8.99793098,9.22318365,32092100,482046464
