underlying_symbol,datetime,trading_date,volume,high,close,low,total_turnover,open_interest,open,dominant_id
IM,2022-07-26 09:45:00,2022-07-26,2462.0,6904.8,6880.4,6868.4,3389008920.0,18236.0,6898.0,IM2208
IM,2022-07-26 10:00:00,2022-07-26,2058.0,6894.0,6886.4,6844.8,2826680200.0,18027.0,6882.8,IM2208
IM,2022-07-26 10:15:00,2022-07-26,1937.0,6944.8,6939.6,6882.2,2676848040.0,18112.0,6887.2,IM2208
IM,2022-07-26 10:30:00,2022-07-26,1091.0,6941.4,6930.8,6920.6,1512280520.0,18194.0,6938.8,IM2208
IM,2022-07-26 10:45:00,2022-07-26,1233.0,6949.6,6946.0,6917.2,1709532320.0,18398.0,6930.8,IM2208
IM,2022-07-26 11:00:00,2022-07-26,1065.0,6956.0,6938.4,6936.8,1479878720.0,18565.0,6944.2,IM2208
IM,2022-07-26 11:15:00,2022-07-26,1069.0,6963.8,6962.6,6934.0,1484864320.0,18766.0,6938.4,IM2208
IM,2022-07-26 11:30:00,2022-07-26,2017.0,6994.0,6969.0,6960.2,2814105440.0,18711.0,6962.6,IM2208
IM,2022-07-26 13:15:00,2022-07-26,787.0,6974.2,6960.6,6955.2,1096364680.0,18751.0,6966.0,IM2208
IM,2022-07-26 13:30:00,2022-07-26,648.0,6964.0,6958.0,6950.8,901655000.0,18910.0,6960.6,IM2208
IM,2022-07-26 13:45:00,2022-07-26,847.0,6958.4,6934.0,6932.0,1175591560.0,19178.0,6957.2,IM2208
IM,2022-07-26 14:00:00,2022-07-26,583.0,6950.0,6947.2,6930.6,809093280.0,19290.0,6934.0,IM2208
IM,2022-07-26 14:15:00,2022-07-26,757.0,6962.4,6958.8,6939.4,1052228480.0,19450.0,6947.2,IM2208
IM,2022-07-26 14:30:00,2022-07-26,747.0,6970.8,6956.4,6950.8,1039758520.0,19639.0,6959.4,IM2208
IM,2022-07-26 14:45:00,2022-07-26,620.0,6972.8,6970.2,6956.4,863644120.0,19801.0,6956.4,IM2208
IM,2022-07-26 15:00:00,2022-07-26,1348.0,6991.6,6991.0,6966.0,1880471720.0,20386.0,6970.2,IM2208
IM,2022-07-27 09:45:00,2022-07-27,2134.0,6988.0,6974.0,6965.2,2977396320.0,19253.0,6982.0,IM2208
IM,2022-07-27 10:00:00,2022-07-27,1311.0,7009.8,7006.8,6966.2,1831726480.0,18771.0,6976.0,IM2208
IM,2022-07-27 10:15:00,2022-07-27,1628.0,7024.0,7022.2,6994.2,2282514200.0,18582.0,7007.2,IM2208
IM,2022-07-27 10:30:00,2022-07-27,1371.0,7046.6,7027.2,7020.0,1928717920.0,18604.0,7022.2,IM2208
IM,2022-07-27 10:45:00,2022-07-27,1004.0,7028.2,7025.2,7015.2,1409967720.0,18529.0,7027.0,IM2208
IM,2022-07-27 11:00:00,2022-07-27,812.0,7036.8,7026.0,7014.8,1140641480.0,18480.0,7025.0,IM2208
IM,2022-07-27 11:15:00,2022-07-27,938.0,7043.2,7034.8,7016.4,1319672440.0,18515.0,7026.0,IM2208
IM,2022-07-27 11:30:00,2022-07-27,596.0,7042.0,7023.4,7019.8,838273400.0,18474.0,7034.8,IM2208
IM,2022-07-27 13:15:00,2022-07-27,731.0,7032.8,7030.2,7015.4,1026858840.0,18558.0,7024.8,IM2208
IM,2022-07-27 13:30:00,2022-07-27,1153.0,7030.6,7021.2,7012.0,1618349520.0,18658.0,7030.2,IM2208
IM,2022-07-27 13:45:00,2022-07-27,1176.0,7053.8,7040.6,7016.4,1655533480.0,18808.0,7021.2,IM2208
IM,2022-07-27 14:00:00,2022-07-27,958.0,7056.8,7056.4,7032.8,1349908280.0,19155.0,7040.8,IM2208
IM,2022-07-27 14:15:00,2022-07-27,1437.0,7072.0,7060.0,7054.0,2029869600.0,19597.0,7057.0,IM2208
IM,2022-07-27 14:30:00,2022-07-27,1274.0,7074.4,7056.2,7056.0,1800398960.0,20095.0,7060.0,IM2208
IM,2022-07-27 14:45:00,2022-07-27,1423.0,7057.8,7050.8,7047.2,2006988360.0,20695.0,7056.2,IM2208
IM,2022-07-27 15:00:00,2022-07-27,1344.0,7066.8,7066.2,7048.0,1897175760.0,21390.0,7050.8,IM2208
IM,2022-07-28 09:45:00,2022-07-28,2878.0,7126.0,7101.8,7092.8,4090185440.0,20553.0,7110.0,IM2208
IM,2022-07-28 10:00:00,2022-07-28,2045.0,7103.0,7096.6,7073.6,2898689240.0,19968.0,7101.6,IM2208
IM,2022-07-28 10:15:00,2022-07-28,1146.0,7096.6,7086.4,7072.4,1623172360.0,19981.0,7096.6,IM2208
IM,2022-07-28 10:30:00,2022-07-28,2842.0,7152.2,7143.2,7087.2,4052147960.0,20123.0,7087.2,IM2208
IM,2022-07-28 10:45:00,2022-07-28,1673.0,7165.6,7149.6,7131.6,2391289640.0,20397.0,7142.0,IM2208
IM,2022-07-28 11:00:00,2022-07-28,1532.0,7171.4,7160.6,7146.0,2193910080.0,20753.0,7149.6,IM2208
IM,2022-07-28 11:15:00,2022-07-28,1058.0,7160.0,7156.6,7145.2,1513595200.0,21030.0,7159.0,IM2208
IM,2022-07-28 11:30:00,2022-07-28,1494.0,7160.0,7124.8,7120.0,2132528120.0,21450.0,7156.0,IM2208
IM,2022-07-28 13:15:00,2022-07-28,946.0,7132.2,7117.8,7111.6,1347177000.0,21818.0,7125.8,IM2208
IM,2022-07-28 13:30:00,2022-07-28,987.0,7128.0,7123.6,7101.0,1404334320.0,22111.0,7117.8,IM2208
IM,2022-07-28 13:45:00,2022-07-28,780.0,7139.4,7133.0,7122.4,1112475680.0,22460.0,7123.6,IM2208
IM,2022-07-28 14:00:00,2022-07-28,1093.0,7136.8,7126.4,7122.2,1558480440.0,22981.0,7131.4,IM2208
IM,2022-07-28 14:15:00,2022-07-28,950.0,7128.2,7108.8,7107.2,1352167560.0,23366.0,7126.4,IM2208
IM,2022-07-28 14:30:00,2022-07-28,1017.0,7112.0,7105.6,7095.0,1444880240.0,23663.0,7108.8,IM2208
IM,2022-07-28 14:45:00,2022-07-28,849.0,7125.8,7111.0,7104.4,1208551760.0,24075.0,7105.6,IM2208
IM,2022-07-28 15:00:00,2022-07-28,1174.0,7120.4,7119.0,7101.8,1670224880.0,24584.0,7110.8,IM2208
IM,2022-07-29 09:45:00,2022-07-29,2927.0,7152.0,7124.0,7122.0,4177823680.0,23505.0,7130.0,IM2208
IM,2022-07-29 10:00:00,2022-07-29,2760.0,7152.0,7139.4,7105.8,3938104120.0,23019.0,7124.0,IM2208
IM,2022-07-29 10:15:00,2022-07-29,1617.0,7140.0,7121.0,7120.2,2305625240.0,22744.0,7139.4,IM2208
IM,2022-07-29 10:30:00,2022-07-29,3009.0,7122.4,7078.0,7076.2,4271238720.0,22277.0,7121.0,IM2208
IM,2022-07-29 10:45:00,2022-07-29,1665.0,7104.2,7092.2,7073.6,2360084000.0,22203.0,7078.0,IM2208
IM,2022-07-29 11:00:00,2022-07-29,1084.0,7104.4,7093.0,7079.6,1537472280.0,22227.0,7091.0,IM2208
IM,2022-07-29 11:15:00,2022-07-29,1262.0,7119.4,7100.0,7082.0,1792715200.0,22445.0,7091.0,IM2208
IM,2022-07-29 11:30:00,2022-07-29,833.0,7107.4,7084.0,7081.0,1182077120.0,22492.0,7100.0,IM2208
IM,2022-07-29 13:15:00,2022-07-29,1131.0,7088.4,7076.2,7071.0,1601259000.0,22848.0,7084.0,IM2208
IM,2022-07-29 13:30:00,2022-07-29,1204.0,7095.0,7085.0,7068.0,1705694600.0,23211.0,7076.2,IM2208
IM,2022-07-29 13:45:00,2022-07-29,1477.0,7119.0,7118.6,7076.6,2097520320.0,23613.0,7085.0,IM2208
IM,2022-07-29 14:00:00,2022-07-29,773.0,7118.8,7102.2,7095.6,1098917600.0,23952.0,7118.8,IM2208
IM,2022-07-29 14:15:00,2022-07-29,1045.0,7105.0,7082.0,7075.0,1481617640.0,24351.0,7101.4,IM2208
IM,2022-07-29 14:30:00,2022-07-29,1221.0,7108.0,7104.2,7078.2,1732441560.0,24430.0,7082.0,IM2208
IM,2022-07-29 14:45:00,2022-07-29,1590.0,7105.0,7082.4,7078.0,2254355560.0,24841.0,7103.6,IM2208
IM,2022-07-29 15:00:00,2022-07-29,1427.0,7094.0,7087.0,7080.6,2023198480.0,25557.0,7082.4,IM2208
IM,2022-08-01 09:45:00,2022-08-01,3579.0,7074.2,7021.8,7004.4,5039385560.0,23968.0,7070.2,IM2208
IM,2022-08-01 10:00:00,2022-08-01,2326.0,7099.0,7094.2,7017.2,3283166400.0,23274.0,7021.8,IM2208
IM,2022-08-01 10:15:00,2022-08-01,1480.0,7094.6,7058.6,7052.2,2093833000.0,22971.0,7093.6,IM2208
IM,2022-08-01 10:30:00,2022-08-01,2613.0,7124.4,7118.4,7054.8,3705847080.0,22075.0,7058.6,IM2208
IM,2022-08-01 10:45:00,2022-08-01,1209.0,7121.0,7079.2,7074.2,1716077520.0,21876.0,7115.0,IM2208
IM,2022-08-01 11:00:00,2022-08-01,1241.0,7119.0,7116.0,7075.0,1762085360.0,21851.0,7075.0,IM2208
IM,2022-08-01 11:15:00,2022-08-01,829.0,7116.0,7087.8,7084.4,1177432480.0,21866.0,7116.0,IM2208
IM,2022-08-01 11:30:00,2022-08-01,852.0,7115.6,7110.2,7087.8,1210685400.0,21933.0,7087.8,IM2208
IM,2022-08-01 13:15:00,2022-08-01,1269.0,7112.6,7085.6,7081.6,1799915480.0,21912.0,7109.6,IM2208
IM,2022-08-01 13:30:00,2022-08-01,1037.0,7110.0,7104.4,7085.6,1472114320.0,22060.0,7085.6,IM2208
IM,2022-08-01 13:45:00,2022-08-01,944.0,7116.6,7114.0,7090.0,1341611880.0,22371.0,7104.4,IM2208
IM,2022-08-01 14:00:00,2022-08-01,817.0,7126.4,7119.4,7112.6,1163478320.0,22610.0,7114.0,IM2208
IM,2022-08-01 14:15:00,2022-08-01,706.0,7128.0,7125.4,7109.2,1005411640.0,22850.0,7119.4,IM2208
IM,2022-08-01 14:30:00,2022-08-01,834.0,7130.8,7123.8,7121.6,1188658120.0,23125.0,7125.4,IM2208
IM,2022-08-01 14:45:00,2022-08-01,1219.0,7141.0,7137.0,7118.0,1738460800.0,23503.0,7123.2,IM2208
IM,2022-08-01 15:00:00,2022-08-01,1129.0,7140.8,7136.6,7133.6,1611766840.0,24149.0,7137.6,IM2208
IM,2022-08-02 09:45:00,2022-08-02,7950.0,7075.0,6947.6,6879.2,11105198240.0,22506.0,7070.0,IM2208
IM,2022-08-02 10:00:00,2022-08-02,4691.0,7024.4,7016.6,6926.0,6541129960.0,23423.0,6947.4,IM2208
IM,2022-08-02 10:15:00,2022-08-02,2027.0,7029.0,6982.6,6973.8,2838285040.0,24061.0,7016.6,IM2208
IM,2022-08-02 10:30:00,2022-08-02,1920.0,7006.0,6933.8,6933.6,2675215640.0,24356.0,6982.6,IM2208
IM,2022-08-02 10:45:00,2022-08-02,2531.0,6940.2,6873.4,6860.0,3495289280.0,24955.0,6933.8,IM2208
IM,2022-08-02 11:00:00,2022-08-02,3357.0,6886.2,6884.2,6820.4,4603399240.0,25543.0,6869.6,IM2208
IM,2022-08-02 11:15:00,2022-08-02,1302.0,6905.6,6887.0,6875.4,1794040880.0,26106.0,6884.2,IM2208
IM,2022-08-02 11:30:00,2022-08-02,1684.0,6888.4,6863.6,6825.0,2308860480.0,26874.0,6887.0,IM2208
IM,2022-08-02 13:15:00,2022-08-02,1707.0,6931.0,6913.4,6853.4,2357381760.0,27447.0,6864.2,IM2208
IM,2022-08-02 13:30:00,2022-08-02,1111.0,6929.8,6920.0,6884.4,1535497360.0,27743.0,6913.6,IM2208
IM,2022-08-02 13:45:00,2022-08-02,903.0,6933.0,6915.4,6898.0,1249265640.0,27976.0,6920.0,IM2208
IM,2022-08-02 14:00:00,2022-08-02,1595.0,6971.6,6969.0,6910.8,2216328360.0,28387.0,6915.4,IM2208
IM,2022-08-02 14:15:00,2022-08-02,1983.0,7008.4,7000.0,6969.0,2772579200.0,29081.0,6969.0,IM2208
IM,2022-08-02 14:30:00,2022-08-02,1390.0,7027.8,6990.6,6987.2,1948932640.0,29771.0,7000.4,IM2208
IM,2022-08-02 14:45:00,2022-08-02,1602.0,7018.4,6950.8,6945.6,2235481640.0,30657.0,6990.6,IM2208
IM,2022-08-02 15:00:00,2022-08-02,2000.0,6952.4,6948.2,6918.8,2773730560.0,31769.0,6952.4,IM2208
IM,2022-08-03 09:45:00,2022-08-03,6381.0,7062.0,7037.8,6988.0,8981228960.0,29819.0,6990.0,IM2208
IM,2022-08-03 10:00:00,2022-08-03,2401.0,7043.8,6999.8,6999.8,3373275200.0,29145.0,7037.8,IM2208
IM,2022-08-03 10:15:00,2022-08-03,2127.0,7045.0,7037.8,6999.8,2989267960.0,28295.0,6999.8,IM2208
IM,2022-08-03 10:30:00,2022-08-03,1744.0,7053.6,7031.2,7026.8,2457005240.0,28073.0,7037.8,IM2208
IM,2022-08-03 10:45:00,2022-08-03,1467.0,7035.6,7015.4,7001.0,2058377520.0,27769.0,7031.2,IM2208
IM,2022-08-03 11:00:00,2022-08-03,1616.0,7026.2,6988.8,6984.0,2261553080.0,27513.0,7015.4,IM2208
IM,2022-08-03 11:15:00,2022-08-03,1086.0,7010.2,6998.6,6977.4,1519745440.0,27546.0,6989.0,IM2208
IM,2022-08-03 11:30:00,2022-08-03,1409.0,7024.0,7006.0,6978.2,1973717080.0,27452.0,6998.6,IM2208
IM,2022-08-03 13:15:00,2022-08-03,782.0,7016.0,7009.8,6987.4,1094943600.0,27431.0,7009.0,IM2208
IM,2022-08-03 13:30:00,2022-08-03,1042.0,7028.8,7014.2,7009.8,1462924680.0,27582.0,7009.8,IM2208
IM,2022-08-03 13:45:00,2022-08-03,1950.0,7034.0,7007.8,7001.6,2736800480.0,27666.0,7014.2,IM2208
IM,2022-08-03 14:00:00,2022-08-03,1457.0,7008.2,6990.0,6983.0,2038816680.0,27535.0,7008.0,IM2208
IM,2022-08-03 14:15:00,2022-08-03,1512.0,6991.4,6959.8,6958.0,2109664200.0,27637.0,6990.0,IM2208
IM,2022-08-03 14:30:00,2022-08-03,2163.0,6960.6,6929.2,6923.6,3002390200.0,27968.0,6959.8,IM2208
IM,2022-08-03 14:45:00,2022-08-03,2546.0,6929.8,6861.4,6860.8,3509926920.0,28552.0,6929.2,IM2208
IM,2022-08-03 15:00:00,2022-08-03,2642.0,6899.0,6882.8,6861.4,3635183360.0,29243.0,6861.4,IM2208
IM,2022-08-04 09:45:00,2022-08-04,5517.0,6942.8,6917.2,6874.6,7622134000.0,26967.0,6933.0,IM2208
IM,2022-08-04 10:00:00,2022-08-04,2364.0,6922.0,6885.8,6876.0,3260104560.0,26180.0,6917.0,IM2208
IM,2022-08-04 10:15:00,2022-08-04,2455.0,6939.0,6928.6,6885.8,3395852560.0,25648.0,6885.8,IM2208
IM,2022-08-04 10:30:00,2022-08-04,1165.0,6936.6,6917.0,6902.0,1612364760.0,25582.0,6927.0,IM2208
IM,2022-08-04 10:45:00,2022-08-04,987.0,6930.0,6898.2,6892.0,1363646320.0,25557.0,6919.2,IM2208
IM,2022-08-04 11:00:00,2022-08-04,967.0,6915.2,6906.6,6888.4,1334489480.0,25682.0,6898.2,IM2208
IM,2022-08-04 11:15:00,2022-08-04,1317.0,6907.8,6895.4,6878.8,1815428040.0,25650.0,6906.6,IM2208
IM,2022-08-04 11:30:00,2022-08-04,2162.0,6896.6,6847.2,6844.8,2969675440.0,26156.0,6895.4,IM2208
IM,2022-08-04 13:15:00,2022-08-04,4196.0,6849.0,6795.4,6786.0,5720667360.0,27592.0,6849.0,IM2208
IM,2022-08-04 13:30:00,2022-08-04,3767.0,6835.6,6814.4,6778.2,5129499840.0,28096.0,6795.0,IM2208
IM,2022-08-04 13:45:00,2022-08-04,2713.0,6855.2,6843.8,6796.8,3707094440.0,28804.0,6814.0,IM2208
IM,2022-08-04 14:00:00,2022-08-04,1444.0,6843.8,6833.2,6812.8,1970814960.0,29051.0,6843.8,IM2208
IM,2022-08-04 14:15:00,2022-08-04,1895.0,6882.4,6876.6,6832.8,2600738320.0,29395.0,6833.2,IM2208
IM,2022-08-04 14:30:00,2022-08-04,1380.0,6879.2,6874.6,6851.6,1895092840.0,29882.0,6876.6,IM2208
IM,2022-08-04 14:45:00,2022-08-04,940.0,6875.4,6869.8,6846.4,1290091560.0,30145.0,6875.4,IM2208
IM,2022-08-04 15:00:00,2022-08-04,2125.0,6904.0,6890.8,6869.8,2927834000.0,30899.0,6869.8,IM2208
IM,2022-08-05 09:45:00,2022-08-05,3823.0,6964.2,6960.4,6903.4,5298911360.0,29015.0,6903.4,IM2208
IM,2022-08-05 10:00:00,2022-08-05,2436.0,6966.8,6952.6,6930.4,3385719480.0,28449.0,6960.4,IM2208
IM,2022-08-05 10:15:00,2022-08-05,1487.0,6957.4,6951.8,6930.4,2064971240.0,28172.0,6952.2,IM2208
IM,2022-08-05 10:30:00,2022-08-05,1032.0,6957.0,6928.8,6923.6,1431993000.0,27884.0,6951.8,IM2208
IM,2022-08-05 10:45:00,2022-08-05,1414.0,6954.8,6945.4,6924.2,1963026960.0,27460.0,6928.8,IM2208
IM,2022-08-05 11:00:00,2022-08-05,981.0,6953.0,6933.4,6932.6,1362122880.0,27200.0,6945.4,IM2208
IM,2022-08-05 11:15:00,2022-08-05,1453.0,6955.8,6947.2,6918.0,2016887280.0,26788.0,6936.0,IM2208
IM,2022-08-05 11:30:00,2022-08-05,1739.0,6982.4,6981.4,6945.6,2420341560.0,26748.0,6947.2,IM2208
IM,2022-08-05 13:15:00,2022-08-05,1622.0,6986.6,6944.6,6937.0,2256373440.0,26535.0,6981.2,IM2208
IM,2022-08-05 13:30:00,2022-08-05,879.0,6947.0,6942.4,6934.8,1220168840.0,26470.0,6946.8,IM2208
IM,2022-08-05 13:45:00,2022-08-05,941.0,6959.8,6958.6,6934.0,1307300400.0,26427.0,6942.4,IM2208
IM,2022-08-05 14:00:00,2022-08-05,2730.0,7017.8,7017.8,6958.6,3815946960.0,26334.0,6958.6,IM2208
IM,2022-08-05 14:15:00,2022-08-05,4216.0,7052.6,7050.0,7004.2,5932851400.0,26856.0,7017.8,IM2208
IM,2022-08-05 14:30:00,2022-08-05,1784.0,7054.6,7052.4,7031.6,2513583200.0,27570.0,7049.0,IM2208
IM,2022-08-05 14:45:00,2022-08-05,2317.0,7076.2,7061.8,7046.2,3273499240.0,28272.0,7052.4,IM2208
IM,2022-08-05 15:00:00,2022-08-05,2638.0,7080.8,7080.0,7058.0,3729898920.0,28786.0,7061.4,IM2208
IM,2022-08-08 09:45:00,2022-08-08,3743.0,7078.6,7072.4,7039.6,5281839920.0,26452.0,7060.0,IM2208
IM,2022-08-08 10:00:00,2022-08-08,2227.0,7083.4,7072.6,7059.2,3150755840.0,25470.0,7072.4,IM2208
IM,2022-08-08 10:15:00,2022-08-08,1581.0,7092.0,7092.0,7060.0,2238086400.0,25342.0,7072.6,IM2208
IM,2022-08-08 10:30:00,2022-08-08,1429.0,7106.4,7102.0,7081.2,2027858920.0,25163.0,7091.4,IM2208
IM,2022-08-08 10:45:00,2022-08-08,1011.0,7106.4,7103.6,7090.0,1435134520.0,25058.0,7102.0,IM2208
IM,2022-08-08 11:00:00,2022-08-08,904.0,7117.8,7112.8,7103.2,1285892920.0,24946.0,7104.0,IM2208
IM,2022-08-08 11:15:00,2022-08-08,1166.0,7120.8,7103.4,7092.2,1657457360.0,24723.0,7112.8,IM2208
IM,2022-08-08 11:30:00,2022-08-08,1055.0,7127.4,7118.0,7095.4,1501302200.0,24657.0,7103.4,IM2208
IM,2022-08-08 13:15:00,2022-08-08,703.0,7124.0,7120.4,7106.0,1000311800.0,24615.0,7118.4,IM2208
IM,2022-08-08 13:30:00,2022-08-08,826.0,7123.2,7108.2,7105.0,1175088120.0,24580.0,7120.4,IM2208
IM,2022-08-08 13:45:00,2022-08-08,1178.0,7110.8,7102.0,7088.0,1672403320.0,24845.0,7108.0,IM2208
IM,2022-08-08 14:00:00,2022-08-08,729.0,7114.6,7108.6,7101.6,1036389640.0,25037.0,7102.0,IM2208
IM,2022-08-08 14:15:00,2022-08-08,643.0,7121.4,7121.4,7102.8,914754760.0,25183.0,7107.2,IM2208
IM,2022-08-08 14:30:00,2022-08-08,1262.0,7139.0,7135.4,7117.8,1799937760.0,25513.0,7121.4,IM2208
IM,2022-08-08 14:45:00,2022-08-08,889.0,7143.6,7137.4,7129.2,1268905960.0,25889.0,7135.4,IM2208
IM,2022-08-08 15:00:00,2022-08-08,1507.0,7145.0,7132.2,7128.4,2150157560.0,26514.0,7137.4,IM2208
IM,2022-08-09 09:45:00,2022-08-09,4261.0,7134.6,7095.6,7084.4,6059652600.0,24514.0,7120.0,IM2208
IM,2022-08-09 10:00:00,2022-08-09,1989.0,7123.8,7123.8,7085.6,2825614440.0,24262.0,7095.2,IM2208
IM,2022-08-09 10:15:00,2022-08-09,1307.0,7139.0,7128.4,7122.0,1864107160.0,24157.0,7122.2,IM2208
IM,2022-08-09 10:30:00,2022-08-09,1281.0,7147.4,7137.6,7124.2,1828235200.0,24013.0,7128.4,IM2208
IM,2022-08-09 10:45:00,2022-08-09,1610.0,7141.0,7124.4,7107.0,2293385360.0,23893.0,7137.6,IM2208
IM,2022-08-09 11:00:00,2022-08-09,745.0,7142.0,7130.0,7122.4,1062516600.0,23818.0,7124.4,IM2208
IM,2022-08-09 11:15:00,2022-08-09,918.0,7146.8,7141.4,7118.6,1309061920.0,23840.0,7130.0,IM2208
IM,2022-08-09 11:30:00,2022-08-09,898.0,7155.0,7143.0,7128.2,1283227400.0,23930.0,7140.8,IM2208
IM,2022-08-09 13:15:00,2022-08-09,648.0,7146.0,7138.6,7128.2,924829800.0,24049.0,7145.6,IM2208
IM,2022-08-09 13:30:00,2022-08-09,539.0,7145.8,7140.4,7132.6,769722760.0,24075.0,7138.6,IM2208
IM,2022-08-09 13:45:00,2022-08-09,639.0,7145.0,7130.8,7127.2,911613200.0,24130.0,7142.0,IM2208
IM,2022-08-09 14:00:00,2022-08-09,697.0,7136.6,7133.0,7124.8,993915240.0,24258.0,7132.6,IM2208
IM,2022-08-09 14:15:00,2022-08-09,473.0,7143.0,7142.2,7133.0,675279400.0,24386.0,7134.4,IM2208
IM,2022-08-09 14:30:00,2022-08-09,1070.0,7161.8,7151.4,7141.6,1531260440.0,24701.0,7142.2,IM2208
IM,2022-08-09 14:45:00,2022-08-09,854.0,7164.8,7161.4,7144.0,1222454400.0,25006.0,7151.4,IM2208
IM,2022-08-09 15:00:00,2022-08-09,942.0,7164.6,7160.6,7153.8,1348822360.0,25359.0,7161.4,IM2208
IM,2022-08-10 09:45:00,2022-08-10,2554.0,7173.0,7166.0,7132.0,3653612880.0,23773.0,7138.0,IM2208
IM,2022-08-10 10:00:00,2022-08-10,1673.0,7193.0,7190.0,7157.6,2401996960.0,23049.0,7165.8,IM2208
IM,2022-08-10 10:15:00,2022-08-10,2149.0,7202.0,7186.6,7166.2,3089043400.0,22783.0,7190.0,IM2208
IM,2022-08-10 10:30:00,2022-08-10,2017.0,7187.8,7170.6,7156.8,2893104520.0,22840.0,7186.6,IM2208
IM,2022-08-10 10:45:00,2022-08-10,1567.0,7184.2,7163.4,7161.4,2247460280.0,22851.0,7170.6,IM2208
IM,2022-08-10 11:00:00,2022-08-10,1453.0,7186.0,7174.8,7148.4,2081794120.0,22959.0,7162.4,IM2208
IM,2022-08-10 11:15:00,2022-08-10,1032.0,7194.8,7191.0,7161.2,1481752400.0,23152.0,7174.8,IM2208
